latitude,longitude,state,district,elevation_m,slope_deg,aspect_deg,plan_curvature,profile_curvature,tri,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_organic_carbon_pct,soil_bulk_density,soil_moisture_pct,land_cover,ndvi,distance_to_road_km,road_density_km_per_km2,distance_to_river_km,distance_to_fault_km,seismic_zone,population_density_per_km2,historical_landslides_5km_10yr,event_date,landslide_trigger,landslide_size,label
25.005450218269267,96.36911812117752,Nagaland,Tuensang,771.6460995545449,8.373467571619043,127.8744254951049,1.2516693497329554,-0.5211514489799718,36.57304215795086,3078.539168870817,2535.5511335016267,46.60067633881155,37.825108971341734,20.63441905283645,41.540471975821816,1.1104742171454367,1.4171979072397543,41.12284250066055,dense_forest,0.4248992774724072,0.5395160527158984,0.3762922230409941,1.6279898548675142,9.486868941848526,V,83.65498683409402,1,,,,0
24.07442913341793,88.91839552675832,Manipur,Tamenglong,1528.892223469936,24.81732976855292,165.20465943636145,1.216087198280036,3.3339758948617515,68.11396799266251,2829.2460006885494,2074.9592387235416,58.29388445167132,47.11104184487731,29.65089987485125,23.23805828027144,1.7264393514349716,1.2097002564366583,21.527756958284623,dense_forest,0.3824181529544476,0.36057677294066826,0.662477763107168,3.6872292649563883,0.8267823654649284,IV,86.91077184058324,2,,,,0
24.780858227348848,93.53268044742202,Manipur,Churachandpur,1146.2087959293185,26.58803152755752,334.9967916021298,-0.07226909592023922,-1.1197565101684668,72.80237938563496,3238.5564183751094,2578.1676705275663,117.58833629813776,21.743444447804393,39.585469314908586,38.67108623728702,2.26168621497405,1.45297244509906,43.62238679779933,built_up,0.22323063368319956,1.6674638171814196,1.7633252453155963,7.434328713165868,4.1291446002772245,V,290.96696652645835,2,06/07/2010 12:00:00 AM,rain,medium,1
24.027677724427875,91.40965252918323,Tripura,West Tripura,1395.550022426028,17.751897096636228,240.34066717877616,-2.7105119116660377,0.4949751098745474,45.91197269203354,6108.323068274138,4458.444411805315,130.8772377642685,38.440870348069694,34.11951693382609,27.439612718104215,3.0321596826392603,1.279054983491101,34.693062655456075,cropland,0.6332361753979798,1.9302364493765993,1.1050328451224716,3.41476411654504,13.036040721497994,V,316.7056532978851,6,05/08/2013 12:00:00 AM,rain,medium,1
28.365400305935545,89.33623033485493,Mizoram,Champhai,1210.6772754880787,10.337030967045274,244.81034039543115,-1.0754826718903625,0.9132615936686298,35.69212407970318,5333.611225125864,4443.35752297577,91.2437686451608,19.053426160133046,23.599830851009656,57.3467429888573,3.4416339007493053,1.2198506548646375,36.76942978523785,built_up,0.5413905574334529,1.0464818476627369,1.6254624307160335,0.349091885508225,3.415604966996535,IV,114.37358448829696,0,,,,0
25.215913693025538,90.52712766376199,Meghalaya,Jaintia Hills,908.6158080496787,47.708600706062434,213.31291582522084,0.24033928344615357,1.8562561659036017,138.99477528191338,3053.9967424384417,2502.5074063628035,133.22881431309705,30.896860213607614,35.62522369602884,33.47791609036355,0.43090112440842426,1.0895357817112101,46.62107158466494,cropland,0.24595916976089716,0.9164603112823898,1.8487955539789636,6.345990621233966,0.05,IV,257.39326054616055,5,08/19/2015 09:00:00 AM,continuous_rain,medium,1
23.617546330637445,92.09761091738228,Mizoram,Kolasib,315.8184759184348,27.474968964563523,42.84822127743758,-0.6885304510387114,-1.6255314672113998,79.9624372265507,3295.340552815359,2398.0359217167934,64.62047646490143,38.5979329900684,25.137077258407768,36.26498975152383,1.8370667174332573,1.2908250634443528,36.67881067189005,sparse_forest,0.5888275613794768,4.626682152743178,0.9923164404660382,10.789481082903434,15.42599912657118,V,344.9822520374754,1,,,,0
29.2669419247282,93.61266443536358,Mizoram,Champhai,521.371853255818,15.701263004999866,96.94069298472147,1.1181621577033931,-2.8072780778647024,52.18105524150294,3537.447285907514,2845.3388601752354,73.2628142270743,30.12714110216307,49.28825398255135,20.58460491528558,2.177803384359155,1.253410921465326,34.493105465781525,dense_forest,0.44977822825149943,1.0609221960905595,1.7278622082014925,0.5414003501607721,20.484743973269364,IV,109.64001333019573,1,,,,0
28.13786412122676,96.46156279607601,Tripura,Dhalai,815.4545118613502,13.550326634436782,159.20412587641582,-0.18518288613262937,1.0742075582801176,73.03538664042833,3703.2379821564477,2927.2289577700144,99.0630282733136,28.452564019396537,50.619877308829075,20.927558671774392,3.633115384027596,1.0985235371414128,47.630842141999196,sparse_forest,0.23786088746682377,6.043728527449794,0.49195760056973087,0.07647316970754577,7.890246227885282,IV,146.0188421196703,2,,,,0
28.364243659995367,91.10187897194069,Tripura,Gomati,2256.172959957089,31.822096512371107,196.08477474990033,1.4579980949625677,2.380516782092814,130.71184260125983,3003.4195249785744,2442.292496957054,48.63401820172607,22.23893675001446,18.762409638525888,58.99865361145965,2.915836325574537,1.3895529823769115,32.263219606076596,cropland,0.3412730465293828,2.242504744071659,0.1313720545257718,5.4694261673863185,2.999012486742465,IV,244.17257642748623,4,,,,0
27.664097135032943,89.79246132933056,Assam,Nagaon,1733.3599966817299,12.772705241013421,87.26731027337708,1.041867600455283,0.9478833364999997,50.32244954271015,3534.251600320528,2311.503325698265,70.38304152915762,31.984372800341394,37.23255203139716,30.783075168261448,1.3404226723911625,1.3734127757420813,39.664316737791864,dense_forest,0.6949697190047579,2.8785834954719016,0.24132903941926018,0.12784671765156824,5.038735523255155,IV,397.5756622977224,2,,,,0
27.08275975093465,94.45806854152102,Tripura,West Tripura,652.9107619472657,16.56675586838188,223.22163129797272,-0.40981743919451447,1.8863014959382394,72.77101140133368,2889.528020253808,1931.8928281226686,62.26646034525746,30.90522357716093,41.42337222834981,27.671404194489263,2.4468829293431638,1.167960793882985,39.33501259691451,bare_grassland,0.5076278371214944,0.7281072951664382,0.8167449713747408,2.8236223298450365,17.261302035338833,IV,248.91577062253785,0,,,,0
22.11010565515396,95.96959279398459,Arunachal Pradesh,Changlang,940.3514816574394,15.817344974060777,95.18463604703219,-2.4935891596215782,-0.7325827490474646,93.30489706418979,2643.0737480566604,2109.3332265281606,57.33161634786176,33.91701628868979,28.359832661941393,37.72315104936882,3.0119081341782388,1.3818270322036201,35.56206750196129,sparse_forest,0.43574552686076606,2.0451079991586782,0.14103812145749745,14.44949637077472,3.0565386040829727,V,430.40472629448294,0,,,,0
24.037463843428522,89.13887441015027,Arunachal Pradesh,Tawang,1274.9685133357955,18.536970616198705,225.30802654879216,-4.184614572960685,0.7807933481621574,64.09011068301871,2384.3581578381027,1759.298968028879,49.45516595574877,30.732900899903342,63.633577107781235,5.633521992315423,0.9645875644900228,1.2493983654329803,22.71709972944055,cropland,0.16056033916643497,3.955646135551457,1.5263793390307208,4.412699494326004,3.856513319838671,IV,127.67602316108756,1,,,,0
21.730387919500618,97.14725713874985,Tripura,Gomati,517.4969050180073,18.66700462594823,32.859877064536796,-2.8753689449417474,-1.2417886968272929,81.41255418942043,1975.9232107505502,1584.4595357194446,67.60540052306399,31.54057669469027,31.92040537891977,36.53901792638996,2.298176767564636,1.4092203900950444,26.197095833114336,dense_forest,0.5191434962777723,1.0320331856758642,1.1855965949885794,0.8620927359872228,2.5272810603999196,V,100.0035267188551,0,,,,0
29.420425762430988,92.2636398387173,Nagaland,Tuensang,953.1922094739442,23.031484489653245,296.86686764223674,-2.850209501152487,0.5508880987786346,49.97844098953125,4067.048925944677,3126.3739310486367,117.6346768665801,25.10000681508703,15.714396565206556,59.185596619706416,0.9560430021406551,1.2904611098438288,29.372617149254296,dense_forest,0.6195903169001645,2.239851964088485,0.30716702271535934,1.5346113891954607,3.4900754263090485,IV,54.743395198981645,3,,,,0
